occupation_id,title,slug,nco_code,category,jobs,employment_share,employment_share_group,employment_group_code,pay_monthly,pay_annual,pay_division_code,education,education_bucket,education_source_url,education_source_type,url
81111300,"Roof Bolter, Mining",roof-bolter-mining,81111300,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81410712,Roto Curing Operator,roto-curing-operator,81410712,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
82122503,Routing Operator,routing-operator,82122503,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81410400,Rubber Fabric Cutting Machine,rubber-fabric-cutting-machine,81410400,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81412400,Rubber Stamp Maker,rubber-stamp-maker,81412400,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81419900,Rubber and Rubberised Product,rubber-and-rubberised-product,81419900,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
83500700,Rudderman,rudderman,83500700,Plant and Machine Ops,,0.00125,0.01,835,15906,190872,8,,,,,
81226000,"Sample Checker, Metal Making",sample-checker-metal-making,81226000,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81111900,"Sampler, Mining/Sampler",sampler-mining-sampler,81111900,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
83421900,"Sand Blast Operator, Construction",sand-blast-operator-construction,83421900,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
81542600,Sanforizing Machine Man,sanforizing-machine-man,81542600,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81130600,Scaperman,scaperman,81130600,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
83421300,Scoop Truck Operator,scoop-truck-operator,83421300,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
81540300,"Scouring Man, Woollen Yarn",scouring-man-woollen-yarn,81540300,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81112600,"Scraper Driver, Mines",scraper-driver-mines,81112600,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
83420301,Scrapper Loader Operator/Loader,scrapper-loader-operator-loader,83420301,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
83420200,Scrapper Operator,scrapper-operator,83420200,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
81550300,"Scudder, Machine/Scudding",scudder-machine-scudding,81550300,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81540800,"Scutcher Man, Bleaching",scutcher-man-bleaching,81540800,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
83500300,Seaconny/OS (Ordinary Seaman),seaconny-os-ordinary-seaman,83500300,Plant and Machine Ops,,0.00125,0.01,835,15906,190872,8,,,,,
81410900,Sealing and Valve Fitting Operator,sealing-and-valve-fitting-operator,81410900,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81602500,Seaming Machine Operator (Food,seaming-machine-operator-food,81602500,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81215500,Seamless Pipe and Tube Drawers,seamless-pipe-and-tube-drawers,81215500,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81561600,"Seat Laster, Machine/Lasting",seat-laster-machine-lasting,81561600,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
83500100,"Serang, Deck/Bosun",serang-deck-bosun,83500100,Plant and Machine Ops,,0.00125,0.01,835,15906,190872,8,,,,,
81820500,"Serang, Engine Room/Engine Bosun",serang-engine-room-engine-bosun,81820500,Plant and Machine Ops,,0.0033333333333333335,0.17,818,15906,190872,8,,,,,
81605300,"Settling Tank Man, Sugar",settling-tank-man-sugar,81605300,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81539900,"Sewers and Embroiders, Other",sewers-and-embroiders-other,81539900,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81530101,"Sewing Machine Operator, General",sewing-machine-operator-general,81530101,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81112300,Shaft Worker,shaft-worker,81112300,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81812600,Shaving Machine Operator,shaving-machine-operator,81812600,Plant and Machine Ops,,0.0033333333333333335,0.17,818,15906,190872,8,,,,,
81212300,Shearing and Upcoiler Operator,shearing-and-upcoiler-operator,81212300,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81227600,Sheet Cutter (Abrasive),sheet-cutter-abrasive,81227600,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81411100,Sheet Maker (Rubber),sheet-maker-rubber,81411100,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
83509900,"Ships’ Deck Ratings, Barge Crews",ships-deck-ratings-barge-crews,83509900,Plant and Machine Ops,,0.00125,0.01,835,15906,190872,8,,,,,
81829900,"Ships’ Engine Room Ratings, Other",ships-engine-room-ratings-other,81829900,Plant and Machine Ops,,0.0033333333333333335,0.17,818,15906,190872,8,,,,,
81226200,Shot Blaster,shot-blaster,81226200,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81112700,"Shovel Operator, Mines",shovel-operator-mines,81112700,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81601100,"Siever, Machine",siever-machine,81601100,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81310800,"Sieving Machine Attendant,",sieving-machine-attendant,81310800,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
83310600,"Signalman, Tram",signalman-tram,83310600,Plant and Machine Ops,,0.07461538461538461,0.97,833,15906,190872,8,,,,,
82121902,Silicone Painting Operator,silicone-painting-operator,82121902,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81542700,Singeing Machine Man/Singeing,singeing-machine-man-singeing,81542700,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81311700,Size Maker (Abrasive),size-maker-abrasive,81311700,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
81511900,Size Mixer (Textile),size-mixer-textile,81511900,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81227100,Sizing Machine Operator (Abrasive,sizing-machine-operator-abrasive,81227100,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81561001,"Skiver, Machine/Skiving Operator",skiver-machine-skiving-operator,81561001,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81227300,Skiving Machine Operator,skiving-machine-operator,81227300,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81213300,Slag Flusher,slag-flusher,81213300,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81812700,Slip Maker (Ceramics),slip-maker-ceramics,81812700,Plant and Machine Ops,,0.0033333333333333335,0.17,818,15906,190872,8,,,,,
81227700,Slitting Machine Operator,slitting-machine-operator,81227700,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81410500,Slitting Machine Operator (Cycle,slitting-machine-operator-cycle,81410500,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81212500,Slitting Machine Operator (Non-,slitting-machine-operator-non,81212500,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81318400,Soap Machine Attendant,soap-machine-attendant,81318400,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
81520800,"Sock Knitter, Automatic Machine",sock-knitter-automatic-machine,81520800,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81520700,Sock Knitter/Knitting machine,sock-knitter-knitting-machine,81520700,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
82122504,Solder Masking and Legend,solder-masking-and-legend,82122504,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81562000,"Sole Leveller, Machine",sole-leveller-machine,81562000,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81560500,Sole Rounding Machine Operator,sole-rounding-machine-operator,81560500,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81561500,"Sole Stitcher, Machine",sole-stitcher-machine,81561500,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81316300,"Solution and Dough Making,",solution-and-dough-making,81316300,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
81710400,"Sorter, Paper Pulp",sorter-paper-pulp,81710400,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
82121903,Sorting Operator,sorting-operator,82121903,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81530103,Specialized Sewing Machine,specialized-sewing-machine,81530103,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81227000,Speeder Machine Operator,speeder-machine-operator,81227000,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81510600,"Spinner, Frame (Textile)/Ring",spinner-frame-textile-ring,81510600,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81590200,"Splicing-Machine Operator,",splicing-machine-operator,81590200,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81228000,Splint Drying Chamberman (Match),splint-drying-chamberman-match,81228000,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81227900,Splint Feeder (Match),splint-feeder-match,81227900,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81561700,"Splitter, Machine/Splitting",splitter-machine-splitting,81561700,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81550501,Splitting and Sammying Operator,splitting-and-sammying-operator,81550501,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
83421600,Spreader Operator,spreader-operator,83421600,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
81112601,Sprinkler and Other Vehicle Driver,sprinkler-and-other-vehicle-driver,81112601,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81214500,Spun Pipe Machine Operator,spun-pipe-machine-operator,81214500,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81550700,"Staker, Machine/Staking Machine",staker-machine-staking-machine,81550700,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81120300,Stamp Mill Operator,stamp-mill-operator,81120300,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
82121605,Stencil Printing Operator,stencil-printing-operator,82121605,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81542100,Stentering Machine,stentering-machine,81542100,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81608900,Stingy Cigarette Slitting Machine,stingy-cigarette-slitting-machine,81608900,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81530102,Stitcher (Leather Goods and,stitcher-leather-goods-and,81530102,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81560901,Stitching Operator (Footwear),stitching-operator-footwear,81560901,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
83422201,Stoking Car Operator Ferro Alloys,stoking-car-operator-ferro-alloys,83422201,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
81120800,"Stone Cutter, Machine",stone-cutter-machine,81120800,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81111200,"Stone Cutter, Mines",stone-cutter-mines,81111200,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81120900,"Stone Polisher, Machine",stone-polisher-machine,81120900,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81120700,"Stone Sawyer, Machine",stone-sawyer-machine,81120700,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81111700,Stowing Worker,stowing-worker,81111700,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81312500,"Strainer, Liquid",strainer-liquid,81312500,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
81316100,Straining Operator (Rubber,straining-operator-rubber,81316100,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
81605100,"Sulphitation Man, Sugar",sulphitation-man-sugar,81605100,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81317800,Sulphur Burner,sulphur-burner,81317800,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
81220101,Surface Treatment Technician,surface-treatment-technician,81220101,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
81890601,Symmetry Analyser Machine,symmetry-analyser-machine,81890601,Plant and Machine Ops,,0.0033333333333333335,0.17,818,15906,190872,8,,,,,
81316400,Synthetic Fibre Maker,synthetic-fibre-maker,81316400,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
81607700,Syrup Maker,syrup-maker,81607700,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81607800,Syrup Mixing Plant Operator,syrup-mixing-plant-operator,81607800,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81607600,Syrup Plant Operator,syrup-plant-operator,81607600,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81607900,Syruper,syruper,81607900,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81317100,Tablet Coater,tablet-coater,81317100,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
81317000,Tablet Machine Operator,tablet-machine-operator,81317000,Plant and Machine Ops,,0.0008860759493670887,0.07,813,15906,190872,8,,,,,
81420100,Tablet Machine Operator,tablet-machine-operator,81420100,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81606300,Tea Blender,tea-blender,81606300,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81605700,Tea Maker,tea-maker,81605700,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81214900,"Temperer, Metal",temperer-metal,81214900,Plant and Machine Ops,,0.0027083333333333334,0.13,812,15906,190872,8,,,,,
83310501,Test Driver,test-driver,83310501,Plant and Machine Ops,,0.07461538461538461,0.97,833,15906,190872,8,,,,,
81121100,"Thread Cutting Machine Operator,",thread-cutting-machine-operator,81121100,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
82121602,Through Hole Assembly Operator,through-hole-assembly-operator,82121602,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81111500,"Timberman, Mines",timberman-mines,81111500,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81820600,"Tindal, Engine Room",tindal-engine-room,81820600,Plant and Machine Ops,,0.0033333333333333335,0.17,818,15906,190872,8,,,,,
83410300,"Tractor Driver, Construction",tractor-driver-construction,83410300,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
83410101,"Tractor Operator, Farm",tractor-operator-farm,83410101,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
83310100,Tram Car Driver,tram-car-driver,83310100,Plant and Machine Ops,,0.07461538461538461,0.97,833,15906,190872,8,,,,,
83320200,Tram Car Driver (Mines),tram-car-driver-mines,83320200,Plant and Machine Ops,,0.07461538461538461,0.97,833,15906,190872,8,,,,,
81112800,"Trammer, Mines",trammer-mines,81112800,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81410714,Transfer Moulding Operator,transfer-moulding-operator,81410714,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81711900,"Transferer, Hand Made Paper",transferer-hand-made-paper,81711900,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
83420700,Trench Digging Machine Operator,trench-digging-machine-operator,83420700,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
81412000,Trimmer (Tyre Building),trimmer-tyre-building,81412000,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81562100,"Trimmer, Machine",trimmer-machine,81562100,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
83421400,Trippler Machine Operator,trippler-machine-operator,83421400,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
83310200,Trolley Driver,trolley-driver,83310200,Plant and Machine Ops,,0.07461538461538461,0.97,833,15906,190872,8,,,,,
81712000,"Tub-Sizer, Hand Made Paper",tub-sizer-hand-made-paper,81712000,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
81410302,Tube Extruder Operator,tube-extruder-operator,81410302,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81810800,Tube and Rod Drawer (Glass),tube-and-rod-drawer-glass,81810800,Plant and Machine Ops,,0.0033333333333333335,0.17,818,15906,190872,8,,,,,
81411701,Tyre Builder/Radial Building,tyre-builder-radial-building,81411701,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81411702,Tyre Building Operator-Commercial,tyre-building-operator-commercial,81411702,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81411703,Tyre Building Operator-Passenger,tyre-building-operator-passenger,81411703,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81411800,Tyre Moulder,tyre-moulder,81411800,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81411801,Tyre Moulding Operator,tyre-moulding-operator,81411801,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81412100,Tyre Repairer,tyre-repairer,81412100,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
82122003,UPS Assembly Operator,ups-assembly-operator,82122003,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
82121803,Vacuum Plant Operator,vacuum-plant-operator,82121803,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81420800,Vacuum Plastic Forming Machine,vacuum-plastic-forming-machine,81420800,Plant and Machine Ops,,0.0015476190476190477,0.13,814,15906,190872,8,,,,,
81711800,"Vatman, Hand Made Paper",vatman-hand-made-paper,81711800,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
82111201,Vehicle Assembly Fitter,vehicle-assembly-fitter,82111201,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81720700,Veneer Cutter,veneer-cutter,81720700,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
81601500,Wafer Baking Machine Operator,wafer-baking-machine-operator,81601500,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81110300,Waggon Driller,waggon-driller,81110300,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81521100,Warp Knitter/Knitting Machine,warp-knitter-knitting-machine,81521100,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81521600,Warp Tying Machine Man,warp-tying-machine-man,81521600,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81521700,Warper,warper,81521700,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81540500,Washing Machine Man,washing-machine-man,81540500,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81570100,Washing Machine Operator,washing-machine-operator,81570100,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81120600,Washing Plant Operator,washing-plant-operator,81120600,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81512000,"Waterproofer, Textile",waterproofer-textile,81512000,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
82121808,Wave Soldering Machine Operator,wave-soldering-machine-operator,82121808,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81521200,"Weaver, Lace (Machine)",weaver-lace-machine,81521200,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81529900,Weaving and Knitting Machine,weaving-and-knitting-machine,81529900,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81512100,"Weighter, Silk",weighter-silk,81512100,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
82121901,Welding Operator,welding-operator,82121901,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81130800,"Well Driller, Machine (Other than",well-driller-machine-other-than,81130800,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81139900,Well Drillers and Borers and,well-drillers-and-borers-and,81139900,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81130100,"Well Drillers, Petroleum and Gas",well-drillers-petroleum-and-gas,81130100,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81130500,Well Puller,well-puller,81130500,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81560900,"Welt Sewer, Machine/Machine",welt-sewer-machine-machine,81560900,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81813000,Wet Disk Operator (Abrasive),wet-disk-operator-abrasive,81813000,Plant and Machine Ops,,0.0033333333333333335,0.17,818,15906,190872,8,,,,,
83431100,Winchman,winchman,83431100,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
81511800,Winder Textile/Winding Operator,winder-textile-winding-operator,81511800,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
83431400,Winding Engineman,winding-engineman,83431400,Plant and Machine Ops,,0.0038461538461538464,0.2,834,15906,190872,8,,,,,
82121802,Winding Operator,winding-operator,82121802,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
82121701,Wire Bonding Operator,wire-bonding-operator,82121701,Plant and Machine Ops,,0.0010526315789473684,0.08,821,15906,190872,8,,,,,
81112901,Wire Saw Operator,wire-saw-operator,81112901,Plant and Machine Ops,,0.0009836065573770492,0.06,811,15906,190872,8,,,,,
81711400,"Wireboy, Paper",wireboy-paper,81711400,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
81605800,Withering Loft Attendant (Tea),withering-loft-attendant-tea,81605800,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81721000,Wood Chopping Machine Operator,wood-chopping-machine-operator,81721000,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
81729900,Wood Processing Plant Operators,wood-processing-plant-operators,81729900,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
81720200,"Wood Sawyer, Edger",wood-sawyer-edger,81720200,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
81720100,"Wood Sawyer, Machine, General",wood-sawyer-machine-general,81720100,Plant and Machine Ops,,0.0006451612903225806,0.02,817,15906,190872,8,,,,,
81541200,Wool Dyer,wool-dyer,81541200,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81605400,Works Poor Attendant,works-poor-attendant,81605400,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
81511500,Wrapping Boy (Textile)/Wrapper,wrapping-boy-textile-wrapper,81511500,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81511400,Yarn Tester,yarn-tester,81511400,Plant and Machine Ops,,0.002888888888888889,0.39,815,15906,190872,8,,,,,
81607200,Yeast Maker,yeast-maker,81607200,Plant and Machine Ops,,0.0024390243902439024,0.2,816,15906,190872,8,,,,,
34320501,Bathroom and Kitchen Designer,bathroom-and-kitchen-designer,34320501,Plumbing,,0.0075,0.12,343,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4117
31230400,"Electrical Supervisor, Wiring",electrical-supervisor-wiring,31230400,Plumbing,,0.0045000000000000005,0.45,312,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4880
21420501,Fire Protection Systems Design Engineer,fire-protection-systems-design-engineer,21420501,Plumbing,,0.002211538461538462,0.23,214,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4118
21421001,Groundwater Engineer,groundwater-engineer,21421001,Plumbing,,0.002211538461538462,0.23,214,35776,429312,2,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4119
96210301,Municipal Water and Sewage Assessor,municipal-water-and-sewage-assessor,96210301,Plumbing,,0.005909090909090909,0.13,962,10667,128004,9,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4120
33225002,Plumber (After Sales Service),plumber-after-sales-service,33225002,Plumbing,,0.005084745762711864,0.3,332,24199,290388,3,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4121
71260101,Plumber (General),plumber-general,71260101,Plumbing,,0.019714285714285712,0.69,712,15350,184200,7,12th Passed or 3rd Year of 3 Year Diploma after 10th Pursuing or 10th Passed or 8th Passed or Previous NSQF qualification of Level 3,Up to middle,https://www.nqr.gov.in/qualifications/12957,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4125
71260103,Plumber (General) - II,plumber-general-ii,71260103,Plumbing,,0.019714285714285712,0.69,712,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4122
71260105,Plumber (General) Assistant,plumber-general-assistant,71260105,Plumbing,,0.019714285714285712,0.69,712,15350,184200,7,10th Passed or 8th Passed or 5th Passed,Up to middle,https://www.nqr.gov.in/qualifications/12958,NQR eligibility criteria,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4123
71260104,Plumber (General) Helper,plumber-general-helper,71260104,Plumbing,,0.019714285714285712,0.69,712,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4124
71260107,Plumber (Maintenance &amp; Servicing),plumber-maintenance-amp-servicing,71260107,Plumbing,,0.019714285714285712,0.69,712,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4127
71260106,Plumber (Maintenance &amp; Servicing) Assistant,plumber-maintenance-amp-servicing-assistant,71260106,Plumbing,,0.019714285714285712,0.69,712,15350,184200,7,,,,,https://www.ncs.gov.in/content-repository/Pages/ViewNcoDetails.aspx?COBID=4126
